exclude_reason|fips_st_cnty|st_cnty_nm|st_abbr|cbsa_ind_cd_msa|cbsa_status_central|rur_urb_cntm_cd_02|urb_infl_cd_2|mds_y20|dos_y20|mds_dos_y20|mds_dos_per_1k|mds_gp_y20|mds_gp_per_1k|mds_spec_y20|mds_spec_per_1k|popn|cvln_lbr_frc_ovr15|pct_cvln_lbr_frc_ovr15|pop_ovr64|pct_ovr64|pop_female|pct_female|pop_wht_non_hisp|pct_wht_non_hisp|prsnl_income|pop_in_pvrty|pct_in_pvrty|hsptl_beds|hsptl_beds_per_1k
County has no MDs/DOs|37177|Tyrrell, NC|NC|0|0|0|0|0|0|0|0|0|0|0|0|3774|1359|0.3600953895|845|0.223900371|1716|0.4546899841|1941|0.5143084261|37638|701|0.1857445681|0|0
County has no MDs/DOs|38007|Billings, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|890|438|0.4921348315|214|0.2404494382|422|0.4741573034|814|0.9146067416|82466|89|0.1|0|0
County has no MDs/DOs|38011|Bowman, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|2986|1639|0.5488948426|694|0.2324179504|1479|0.4953114534|2760|0.9243134628|68963|261|0.0874079035|55|18.41929002
County has no MDs/DOs|38013|Burke, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|2118|1022|0.4825306893|461|0.2176581681|1008|0.4759206799|1945|0.918319169|77237|166|0.0783758263|0|0
County has no MDs/DOs|38023|Divide, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|2277|1418|0.6227492314|575|0.2525252525|1093|0.480017567|2036|0.8941589811|62052|237|0.1040843215|50|21.958717611
County has no MDs/DOs|38025|Dunn, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|4465|3097|0.6936170213|747|0.1673012318|2056|0.4604703247|3621|0.8109742441|68491|442|0.0989921613|0|0
County has no MDs/DOs|38027|Eddy, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|2179|1206|0.5534648922|520|0.2386415787|1086|0.4983937586|1947|0.8935291418|74844|236|0.1083065626|0|0
County has no MDs/DOs|38033|Golden Valley, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|1737|853|0.4910765688|472|0.2717328728|871|0.5014392631|1618|0.9314910766|46435|185|0.1065054692|0|0
County has no MDs/DOs|38037|Grant, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|2215|1189|0.5367945824|682|0.3079006772|1092|0.4930022573|2110|0.9525959368|57761|297|0.1340857788|25|11.286681716
County has no MDs/DOs|38039|Griggs, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|2207|1014|0.4594472134|674|0.3053919348|1090|0.4938830992|2145|0.9719075668|73753|208|0.0942455822|62|28.092433167
County has no MDs/DOs|38041|Hettinger, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|2438|1392|0.5709598031|576|0.2362592289|1247|0.5114848236|2238|0.9179655455|59519|267|0.1095159967|0|0
County has no MDs/DOs|38043|Kidder, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|2458|1284|0.5223759154|666|0.2709519935|1175|0.4780309194|2294|0.9332790887|64918|332|0.1350691619|0|0
County has no MDs/DOs|38047|Logan, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|1880|854|0.4542553191|508|0.270212766|898|0.4776595745|1773|0.9430851064|59859|265|0.1409574468|0|0
County has no MDs/DOs|38049|McHenry, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|5695|3088|0.5422300263|1246|0.2187884109|2730|0.4793678665|5423|0.952238806|59320|677|0.1188762072|0|0
County has no MDs/DOs|38065|Oliver, ND|ND|1|0|0|1|0|0|0|0|0|0|0|0|1926|882|0.4579439252|461|0.2393561786|911|0.4730010384|1806|0.937694704|52076|206|0.1069574247|0|0
County has no MDs/DOs|38075|Renville, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|2283|1225|0.5365746824|494|0.2163819536|1088|0.476565922|2146|0.9399912396|80431|171|0.0749014455|0|0
County has no MDs/DOs|38081|Sargent, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|3913|2770|0.7078967544|908|0.2320470227|1809|0.4623051367|3544|0.9056989522|67215|287|0.0733452594|0|0
County has no MDs/DOs|38083|Sheridan, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|1275|685|0.537254902|434|0.3403921569|619|0.4854901961|1198|0.9396078431|58958|211|0.1654901961|0|0
County has no MDs/DOs|38085|Sioux, ND|ND|0|0|0|1|0|0|0|0|0|0|0|0|4173|1205|0.2887610832|376|0.0901030434|2095|0.5020369039|489|0.1171818835|33675|1158|0.2774982027|14|3.3549005512
County has no MDs/DOs|38087|Slope, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|747|391|0.5234270415|198|0.265060241|354|0.4738955823|689|0.922356091|60039|101|0.1352074967|0|0
County has no MDs/DOs|38091|Steele, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|1890|949|0.5021164021|503|0.2661375661|898|0.4751322751|1793|0.9486772487|84674|148|0.0783068783|0|0
County has no MDs/DOs|38095|Towner, ND|ND|0|0|0|0|0|0|0|0|0|0|0|0|2108|1157|0.5488614801|541|0.2566413662|1013|0.4805502846|1899|0.9008538899|87632|203|0.0962998102|55|26.091081594
County has no MDs/DOs|39121|Noble, OH|OH|0|0|0|0|0|0|0|0|0|0|0|0|14364|4656|0.3241436926|4147|0.2887078808|5952|0.4143692565|13624|0.9484823169|30397|1753|0.1220412141|0|0
County has no MDs/DOs|40025|Cimarron, OK|OK|0|0|0|0|0|0|0|0|0|0|0|0|2145|1420|0.662004662|553|0.2578088578|1053|0.4909090909|1533|0.7146853147|68446|323|0.1505827506|25|11.655011655
County has no MDs/DOs|40107|Okfuskee, OK|OK|0|0|0|0|0|0|0|0|0|0|0|0|11765|4457|0.3788355291|2165|0.1840203995|5422|0.4608584785|7087|0.6023799405|33520|2333|0.1983000425|25|2.1249468763
County has no MDs/DOs|41021|Gilliam, OR|OR|0|0|0|0|0|0|0|0|0|0|0|0|1975|997|0.5048101266|555|0.2810126582|980|0.4962025316|1719|0.8703797468|67754|209|0.1058227848|0|0
County has no MDs/DOs|41069|Wheeler, OR|OR|0|0|0|0|0|0|0|0|0|0|0|0|1387|693|0.4996395097|519|0.3741888969|704|0.5075702956|1205|0.8687815429|41366|191|0.1377072819|0|0
County has no MDs/DOs|42053|Forest, PA|PA|0|0|0|0|0|0|0|0|0|0|0|0|6965|1799|0.2582914573|1744|0.2503948313|2201|0.3160086145|5061|0.7266331658|28271|1037|0.1488872936|0|0
County has no MDs/DOs|46003|Aurora, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|2730|1477|0.541025641|576|0.210989011|1301|0.4765567766|2380|0.8717948718|50586|268|0.0981684982|0|0
County has no MDs/DOs|46007|Bennett, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|3399|1070|0.3147984701|461|0.1356281259|1723|0.5069137982|1129|0.3321565166|41856|952|0.2800823772|62|18.240659017
County has no MDs/DOs|46017|Buffalo, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|1956|691|0.3532719836|175|0.0894683027|980|0.5010224949|304|0.1554192229|26748|638|0.3261758691|0|0
County has no MDs/DOs|46021|Campbell, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|1380|783|0.5673913043|423|0.3065217391|663|0.4804347826|1301|0.9427536232|71645|148|0.1072463768|0|0
County has no MDs/DOs|46025|Clark, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|3802|2181|0.5736454498|851|0.2238295634|1847|0.485796949|3540|0.9310889006|70492|442|0.1162546028|0|0
County has no MDs/DOs|46031|Corson, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|4031|1343|0.3331679484|494|0.1225502357|2045|0.5073182833|1161|0.2880178616|31442|1492|0.370131481|0|0
County has no MDs/DOs|46049|Faulk, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|2306|1039|0.4505637467|564|0.2445793582|1146|0.4969644406|2246|0.9739809193|67007|402|0.1743278404|12|5.2038161318
County has no MDs/DOs|46061|Hanson, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|3489|1750|0.5015763829|566|0.162224133|1725|0.494411006|3325|0.9529951275|72728|350|0.1003152766|0|0
County has no MDs/DOs|46063|Harding, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|1311|718|0.5476735317|270|0.2059496568|616|0.469870328|1194|0.9107551487|50355|142|0.1083142639|0|0
County has no MDs/DOs|46069|Hyde, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|1281|680|0.5308352849|337|0.2630757221|630|0.4918032787|1097|0.856362217|64756|143|0.1116315379|0|0
County has no MDs/DOs|46071|Jackson, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|3321|1207|0.3634447456|459|0.1382113821|1667|0.5019572418|1291|0.3887383318|30705|944|0.2842517314|0|0
County has no MDs/DOs|46075|Jones, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|938|508|0.5415778252|243|0.2590618337|462|0.4925373134|825|0.8795309168|59264|139|0.1481876333|0|0
County has no MDs/DOs|46095|Mellette, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|2089|708|0.3389181427|328|0.1570129248|1035|0.4954523696|743|0.3556725706|33840|608|0.2910483485|0|0
County has no MDs/DOs|46111|Sanborn, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|2322|1159|0.4991386736|474|0.2041343669|1125|0.484496124|2178|0.9379844961|61709|307|0.132213609|0|0
County has no MDs/DOs|46119|Sully, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|1391|789|0.5672178289|356|0.2559309849|668|0.4802300503|1281|0.9209202013|100301|109|0.0783608914|0|0
County has no MDs/DOs|46137|Ziebach, SD|SD|0|0|0|0|0|0|0|0|0|0|0|0|2656|944|0.3554216867|301|0.1133283133|1321|0.4973644578|643|0.2420933735|26103|1166|0.4390060241|0|0
County has no MDs/DOs|47175|Van Buren, TN|TN|0|0|0|0|0|0|0|0|0|0|0|0|5947|2011|0.3381536909|1425|0.2396166134|2941|0.4945350597|5657|0.9512359173|34084|931|0.1565495208|0|0
County has no MDs/DOs|48011|Armstrong, TX|TX|1|0|1|1|0|0|0|0|0|0|0|0|1869|914|0.4890315677|431|0.2306046014|957|0.5120385233|1616|0.8646334938|60233|169|0.0904226859|0|0
County has no MDs/DOs|48033|Borden, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|706|430|0.6090651558|182|0.2577903683|337|0.4773371105|561|0.7946175637|66783|53|0.0750708215|0|0
County has no MDs/DOs|48047|Brooks, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|6964|2601|0.3734922458|1295|0.1859563469|3412|0.4899483056|471|0.0676335439|41529|1978|0.2840321654|0|0
County has no MDs/DOs|48065|Carson, TX|TX|1|0|1|1|0|0|0|0|0|0|0|0|5854|2930|0.5005124701|1224|0.2090878032|2930|0.5005124701|4967|0.848479672|48021|483|0.0825076871|0|0
County has no MDs/DOs|48081|Coke, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|3323|1374|0.4134817936|875|0.2633162805|1686|0.5073728559|2442|0.7348781222|45856|373|0.1122479687|0|0
County has no MDs/DOs|48101|Cottle, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|1363|570|0.4181951577|351|0.2575201761|703|0.5157740279|859|0.6302274395|68268|243|0.1782831988|0|0
County has no MDs/DOs|48155|Foard, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|1135|576|0.5074889868|316|0.2784140969|601|0.5295154185|843|0.7427312775|52630|184|0.1621145374|0|0
County has no MDs/DOs|48173|Glasscock, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|1439|797|0.553856845|227|0.1577484364|642|0.446143155|840|0.5837387074|87334|105|0.0729673384|0|0
County has no MDs/DOs|48191|Hall, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|2939|1076|0.3661109221|745|0.2534875808|1479|0.503232392|1639|0.5576726778|35416|537|0.1827152093|0|0
County has no MDs/DOs|48205|Hartley, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|5443|2633|0.4837405842|846|0.1554289914|2148|0.3946353114|3460|0.6356788536|76005|409|0.0751423847|0|0
County has no MDs/DOs|48229|Hudspeth, TX|TX|1|0|1|1|0|0|0|0|0|0|0|0|4906|1855|0.3781084386|766|0.1561353445|2287|0.466163881|832|0.1695882593|26835|1163|0.2370566653|0|0
County has no MDs/DOs|48235|Irion, TX|TX|1|0|0|1|0|0|0|0|0|0|0|0|1564|752|0.4808184143|342|0.2186700767|763|0.4878516624|1093|0.6988491049|72353|107|0.0684143223|0|0
County has no MDs/DOs|48261|Kenedy, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|379|184|0.4854881266|86|0.2269129288|181|0.4775725594|82|0.2163588391|46296|41|0.1081794195|0|0
County has no MDs/DOs|48263|Kent, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|786|458|0.582697201|196|0.2493638677|395|0.5025445293|603|0.7671755725|51139|82|0.1043256997|0|0
County has no MDs/DOs|48269|King, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|283|236|0.8339222615|53|0.1872791519|137|0.4840989399|211|0.7455830389|81541|35|0.1236749117|0|0
County has no MDs/DOs|48271|Kinney, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|3670|1312|0.357493188|937|0.2553133515|1641|0.4471389646|1287|0.3506811989|35119|597|0.1626702997|0|0
County has no MDs/DOs|48283|La Salle, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|7500|3693|0.4924|1054|0.1405333333|3063|0.4084|843|0.1124|41114|1402|0.1869333333|0|0
County has no MDs/DOs|48295|Lipscomb, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|3111|1541|0.4953391193|590|0.1896496303|1513|0.4863387978|1860|0.5978784957|83655|348|0.1118611379|0|0
County has no MDs/DOs|48301|Loving, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|181|289|1.5966850829|22|0.1215469613|76|0.4198895028|136|0.7513812155|49072|7|0.0386740331|0|0
County has no MDs/DOs|48311|McMullen, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|721|727|1.0083217753|189|0.2621359223|343|0.4757281553|396|0.5492371706|73356|69|0.0957004161|0|0
County has no MDs/DOs|48319|Mason, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|4344|1726|0.3973296501|1318|0.3034069982|2136|0.4917127072|3165|0.7285911602|49261|424|0.0976058932|0|0
County has no MDs/DOs|48345|Motley, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|1185|437|0.3687763713|368|0.3105485232|584|0.4928270042|905|0.7637130802|39505|192|0.1620253165|0|0
County has no MDs/DOs|48359|Oldham, TX|TX|1|0|1|1|0|0|0|0|0|0|0|0|2135|890|0.4168618267|342|0.1601873536|1016|0.4758782201|1621|0.7592505855|56033|264|0.1236533958|0|0
County has no MDs/DOs|48393|Roberts, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|813|414|0.5092250923|184|0.2263222632|418|0.5141451415|702|0.8634686347|52804|52|0.0639606396|0|0
County has no MDs/DOs|48395|Robertson, TX|TX|1|0|0|1|0|0|0|0|0|0|0|0|17155|7345|0.4281550568|3558|0.2074030895|8749|0.5099970854|9739|0.5677062081|45866|2414|0.1407169921|0|0
County has no MDs/DOs|48413|Schleicher, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|2761|1209|0.4378848243|560|0.2028250634|1386|0.5019920319|1175|0.4255704455|46015|364|0.1318362912|14|5.0706265846
County has no MDs/DOs|48421|Sherman, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|3027|1307|0.4317806409|482|0.1592335646|1433|0.4734060126|1556|0.5140403039|91855|338|0.1116617113|0|0
County has no MDs/DOs|48431|Sterling, TX|TX|1|0|0|0|0|0|0|0|0|0|0|0|1315|560|0.4258555133|194|0.1475285171|658|0.5003802281|747|0.5680608365|63329|130|0.0988593156|0|0
County has no MDs/DOs|48443|Terrell, TX|TX|0|0|0|0|0|0|0|0|0|0|0|0|702|393|0.5598290598|237|0.3376068376|346|0.4928774929|292|0.415954416|61631|98|0.1396011396|0|0
County has no MDs/DOs|49009|Daggett, UT|UT|0|0|0|0|0|0|0|0|0|0|0|0|1026|401|0.3908382066|272|0.2651072125|452|0.440545809|947|0.9230019493|48761|67|0.0653021442|0|0
County has no MDs/DOs|49031|Piute, UT|UT|0|0|0|0|0|0|0|0|0|0|0|0|1473|477|0.3238289206|431|0.2926001358|718|0.4874405974|1312|0.8906992532|48595|219|0.1486761711|0|0
County has no MDs/DOs|51017|Bath, VA|VA|0|0|0|0|0|0|0|0|0|0|0|0|4119|2290|0.5559601845|1169|0.2838067492|2037|0.4945375091|3775|0.9164845836|70050|455|0.1104637048|25|6.0694343287
County has no MDs/DOs|51021|Bland, VA|VA|0|0|0|0|0|0|0|0|0|0|0|0|6239|2811|0.4505529732|1530|0.2452316076|2817|0.4515146658|5823|0.9333226479|39609|674|0.108030133|0|0
County has no MDs/DOs|51515|Bedford City, VA|VA|0|0|1|1||||||||||||||||||||||
County has no MDs/DOs|51560|Clifton Forge City, VA|VA|0|0|0|0||||||||||||||||||||||
County has no MDs/DOs|51595|Emporia City, VA|VA|0|0|0|0|0|0|0|0|0|0|0|0|5257|2344|0.4458816816|1073|0.2041088073|2834|0.5390907362|1409|0.2680235876||959|0.1824234354|80|15.217804832
County has no MDs/DOs|51640|Galax City, VA|VA|0|0|0|0|0|0|0|0|0|0|0|0|6296|2881|0.457592122|1174|0.1864675985|3359|0.5335133418|4652|0.7388818297||1125|0.1786848793|66|10.482846252
County has no MDs/DOs|51678|Lexington City, VA|VA|0|0|0|0|0|0|0|0|0|0|0|0|7279|2049|0.2814947108|1119|0.153729908|3163|0.4345377112|5985|0.8222283281||838|0.1151257041|13|1.7859596098
County has no MDs/DOs|51685|Manassas Park City, VA|VA|1|1|0|0|0|0|0|0|0|0|0|0|18004|9483|0.5267162853|1581|0.0878138192|8769|0.4870584315|5445|0.3024327927||1194|0.0663185959|0|0
County has no MDs/DOs|54105|Wirt, WV|WV|1|0|0|1|0|0|0|0|0|0|0|0|5705|2282|0.4|1225|0.2147239264|2800|0.490797546|5519|0.9673970202|35205|1023|0.1793163891|0|0
Extreme outlier|05119|Pulaski, AR|AR|1|1|1|1|1631|37|1668|4.2444908138|200|0.5089317523|572|1.4555448114|392980|188928|0.4807572904|64898|0.1651432643|205992|0.5241793475|200423|0.5100081429|55563|59031|0.1502137513|3746|9.5322917197
Extreme outlier|06041|Marin, CA|CA|1|1|0|0|1120|42|1162|4.5155674382|85|0.3303125923|428|1.663221053|257332|130138|0.5057202369|60655|0.2357071798|131399|0.5106205213|181874|0.7067679107|145575|15119|0.0587528951|451|1.7525997544
Extreme outlier|06075|San Francisco, CA|CA|1|1|0|0|3947|86|4033|4.6537873036|285|0.3288691747|1668|1.9247501171|866606|556056|0.6416479923|144152|0.1663408746|424968|0.490382019|342839|0.3956111543|144818|85356|0.0984945869|4278|4.9364994011
Extreme outlier|08031|Denver, CO|CO|1|1|0|0|2832|176|3008|4.0895235868|270|0.3670782475|1181|1.6056274455|735538|423824|0.5762095228|89428|0.1215817538|366671|0.4985072151|406341|0.5524405265|85411|89598|0.1218128771|2171|2.9515810196
Extreme outlier|12001|Alachua, FL|FL|1|1|1|1|1351|54|1405|5.1803346386|147|0.5419994248|525|1.9357122315|271218|134931|0.4975001659|41101|0.1515423018|140546|0.5182030691|163964|0.6045468959|49556|44315|0.1633925477|2189|8.0709982376
Extreme outlier|17167|Sangamon, IL|IL|1|1|0|1|794|35|829|4.2757966186|82|0.4229376631|332|1.712381758|193882|96869|0.4996286401|36699|0.1892852353|100932|0.5205846855|154200|0.7953291177|52891|24310|0.1253855438|1154|5.9520739419
Extreme outlier|18011|Boone, IN|IN|1|1|0|0|406|23|429|6.1862805889|57|0.821953365|134|1.9323114194|69347|35586|0.513158464|9864|0.1422411928|34823|0.5021558251|61756|0.8905360001|80314|3547|0.0511485717|78|1.1247782889
Extreme outlier|18057|Hamilton, IN|IN|1|1|0|0|1481|76|1557|4.5230334826|164|0.4764145736|543|1.5773970334|344238|182979|0.5315479407|45716|0.1328034674|175888|0.5109488203|282769|0.8214345889|80426|14489|0.0420900656|590|1.7139304783
Extreme outlier|18173|Warrick, IN|IN|1|1|1|1|236|25|261|4.12524301|33|0.5215824495|95|1.5015252335|63269|31654|0.5003082078|11473|0.1813368316|32145|0.5080687224|57959|0.9160726422|60188|3990|0.0630640598|255|4.0304098374
Extreme outlier|19103|Johnson, IA|IA|1|1|0|1|729|56|785|5.106023156|85|0.5528814882|260|1.6911669052|153740|84088|0.5469493951|19658|0.127865227|77521|0.5042344218|118693|0.7720372057|56573|20522|0.1334851047|1079|7.0183426564
Extreme outlier|21067|Fayette, KY|KY|1|1|1|1|1396|88|1484|4.569880056|107|0.329499438|542|1.669053228|324735|172284|0.5305372073|46761|0.1439974133|166039|0.5113061419|228359|0.7032164688|54824|45575|0.1403452046|2555|7.8679538701
Extreme outlier|22071|Orleans, LA|LA|1|1|0|0|1651|41|1692|4.3442984934|109|0.2798632008|649|1.6663414434|389476|181868|0.4669556019|63157|0.1621589007|205898|0.5286538837|120901|0.3104196407|57421|79419|0.2039124362|1816|4.6626749787
Extreme outlier|23005|Cumberland, ME|ME|1|1|1|1|1146|246|1392|4.6694016658|148|0.4964593725|419|1.4055167371|298111|160863|0.53960773|58292|0.1955379037|153587|0.5152007138|267697|0.8979775989|68237|24812|0.0832307429|1167|3.9146492414
Extreme outlier|24027|Howard, MD|MD|1|1|0|0|1488|52|1540|4.6922608166|111|0.3382084095|711|2.1663619744|328200|184474|0.5620780012|48178|0.1467946374|167700|0.5109689214|161902|0.4933028641|81969|17817|0.0542870201|493|1.5021328458
Extreme outlier|24031|Montgomery, MD|MD|1|1|0|0|4465|120|4585|4.3591274519|286|0.2719106764|1973|1.8758033725|1051816|548398|0.5213820668|173612|0.1650592879|543064|0.5163108376|446595|0.4245942256|89552|70020|0.0665705789|1958|1.861542323
Extreme outlier|24510|Baltimore City, MD|MD|1|1|0|0|2516|65|2581|4.4034524705|123|0.2098506989|1088|1.8562403285|586131|281187|0.4797340526|87793|0.149783922|311990|0.5322871508|161392|0.2753514146|54097|112678|0.1922403012|5193|8.8597941416
Extreme outlier|25025|Suffolk, MA|MA|1|1|0|0|4139|78|4217|5.2608466757|129|0.1609317574|1992|2.4850857429|801582|446558|0.557095843|101227|0.1262840233|415124|0.5178808905|362874|0.4526972911|90571|124289|0.1550546295|6208|7.7446848856
Extreme outlier|26047|Emmet, MI|MI|0|0|0|0|114|31|145|4.348869294|13|0.3898986264|42|1.2596724852|33342|17219|0.5164357267|8004|0.240057585|16847|0.5052786276|30285|0.9083138384|62918|2858|0.0857177134|188|5.6385339812
Extreme outlier|26055|Grand Traverse, MI|MI|0|1|0|0|308|86|394|4.2097615181|32|0.3419095649|112|1.1966834772|93592|48974|0.5232712198|19919|0.2128280195|47678|0.5094238824|86592|0.9252072827|56861|8019|0.0856804|442|4.7226258655
Extreme outlier|26125|Oakland, MI|MI|1|1|0|0|4194|957|5151|4.1094283898|407|0.324701486|1811|1.4448019441|1253459|648742|0.5175614041|224038|0.1787358023|638097|0.5090689045|892097|0.7117081612|76941|97171|0.0775222803|4414|3.5214554285
Extreme outlier|26161|Washtenaw, MI|MI|1|1|1|1|2307|96|2403|6.5570997045|153|0.4174932396|980|2.6741397047|366473|193659|0.5284400215|55087|0.1503166673|185064|0.5049867248|256685|0.7004199491|63655|41374|0.1128978124|2001|5.4601566828
Extreme outlier|27109|Olmsted, MN|MN|1|1|0|1|1659|41|1700|10.671822622|76|0.4770932466|710|4.4570553303|159298|91030|0.5714447137|25798|0.1619480471|81595|0.5122160981|124844|0.7837135432|63100|10052|0.0631018594|1330|8.3491318158
Extreme outlier|28073|Lamar, MS|MS|1|1|0|1|263|32|295|4.5975220136|36|0.5610535339|99|1.5428972181|64165|30544|0.4760227538|9486|0.1478376062|33474|0.5216862776|46549|0.7254578041|43227|8012|0.1248655809|261|4.0676381205
Extreme outlier|29019|Boone, MO|MO|1|1|0|1|706|63|769|4.2023924674|89|0.4863627173|248|1.3552579089|182991|96381|0.5266980343|24281|0.1326895858|94510|0.5164734878|142989|0.7813990852|51330|22178|0.1211972173|1185|6.4757283145
Extreme outlier|29510|St. Louis City, MO|MO|1|1|0|0|1264|58|1322|4.4415326983|43|0.1444674024|523|1.7571267785|297645|152292|0.5116565036|43829|0.1472525996|153392|0.5153521813|133902|0.4498714912|51041|59993|0.2015589041|3269|10.982882293
Extreme outlier|33009|Grafton, NH|NH|0|1|0|0|506|27|533|5.8770991609|37|0.407978741|187|2.0619466099|90691|48154|0.5309677917|19996|0.2204849434|45965|0.5068308873|81823|0.9022174196|67943|7217|0.0795779074|526|5.7999139937
Extreme outlier|36059|Nassau, NY|NY|1|1|0|0|5524|560|6084|4.5022178085|243|0.1798223089|2635|1.949925037|1351334|698942|0.5172237212|250696|0.185517422|691656|0.5118320119|779369|0.5767404653|96253|75628|0.0559654386|4062|3.005918596
Extreme outlier|36061|New York, NY|NY|1|1|0|0|10023|284|10307|6.3939642268|244|0.1513657972|4072|2.526071828|1611989|859618|0.5332654255|281526|0.1746451123|849229|0.5268205924|757517|0.469926904|191220|255059|0.1582262658|11498|7.1328030154
Extreme outlier|36119|Westchester, NY|NY|1|1|0|0|4049|140|4189|4.3373279409|197|0.2039755561|1867|1.9331084425|965802|477959|0.4948830091|172471|0.1785780108|497946|0.5155777271|504207|0.5220604223|115386|71781|0.0743226873|3310|3.4272035055
Extreme outlier|37063|Durham, NC|NC|1|1|1|1|1542|26|1568|4.7906240643|112|0.3421874332|618|1.8881413723|327306|170422|0.520680953|46245|0.1412898022|171424|0.5237423084|141597|0.4326135176|54056|36583|0.1117700256|1570|4.7967345542
Extreme outlier|37135|Orange, NC|NC|1|1|1|1|1106|19|1125|7.5464357346|99|0.6640863446|443|2.9716186937|149077|77808|0.5219316192|22844|0.153236247|78353|0.5255874481|103610|0.6950099613|67089|14297|0.0959034593|951|6.3792536743
Extreme outlier|41051|Multnomah, OR|OR|1|1|0|0|3172|189|3361|4.1207056571|352|0.4315645318|1218|1.4933113628|815637|457372|0.5607543552|116360|0.1426615026|412273|0.5054613756|561087|0.6879126376|63852|89646|0.1099091875|2237|2.7426416408
Extreme outlier|42091|Montgomery, PA|PA|1|1|0|0|3125|521|3646|4.3723894281|236|0.283018076|1351|1.6201585621|833869|446961|0.5360086536|154709|0.1855315403|427953|0.5132137062|621199|0.7449599398|86340|45874|0.0550134374|2907|3.4861590969
Extreme outlier|42093|Montour, PA|PA|1|1|0|1|272|60|332|18.401507593|14|0.7759671877|125|6.9282784614|18042|9043|0.501219377|3996|0.2214832059|9276|0.5141336881|16315|0.9042789048|62658|1551|0.0859660791|801|44.39640838
Extreme outlier|44001|Bristol, RI|RI|1|1|0|0|233|11|244|5.0465356774|11|0.2275077559|127|2.626680455|48350|24895|0.5148914168|10026|0.2073629783|25071|0.5185315408|43905|0.9080661841|83127|3747|0.0774974147|0|0
Extreme outlier|45019|Charleston, SC|SC|1|1|1|1|1769|79|1848|4.4212535977|162|0.3875774258|629|1.5048530914|417981|211939|0.5070541484|72734|0.1740126944|216107|0.5170258935|274239|0.6561039856|66656|48326|0.1156176955|2170|5.1916235427
Extreme outlier|46083|Lincoln, SD|SD|1|1|0|1|279|24|303|4.8080737555|38|0.6029927482|113|1.7931100144|63019|35711|0.5666703693|8873|0.1407988067|31796|0.504546248|57771|0.9167235278|74493|2831|0.0449229597|64|1.0155667338
